股票代码,股票名称,交易日期,新浪行业,新浪概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率TTM,市销率TTM,市现率TTM,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3,振幅,量比
sz300001,特锐德,2014-12-26,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,17.990000,18.100000,17.600000,17.760000,55.423445,8.058397,-0.010585,2733555.000000,48496976.760000,0.007088,6849676800.000000,7118208000.000000,0.000000,0.000000,38.595208,2.948829,39.065700,5.170187,7.811561,8.273462,8.794349,9.080956,9.448788,,-0.445576,-0.359687,-0.171778,,28.310307,22.433871,40.063179,,8.880558,10.437037,7.324078,41.666667,36.111111,40.556124,36.936006,40.030243,0.027855,0.619005
sz300001,特锐德,2014-12-25,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,17.070000,18.170000,17.070000,17.950000,56.016378,8.144608,0.053404,4747906.000000,83210591.340000,0.012310,6922956000.000000,7194360000.000000,0.000000,0.000000,39.008109,2.980377,39.483635,5.225498,7.870545,8.366931,8.880558,9.116347,9.473895,1日、5日均线金叉；,-0.454216,-0.338215,-0.232003,,23.731951,19.495653,32.204547,金叉,8.966313,10.489211,7.443414,50.000000,34.722222,43.204302,38.167653,40.726481,0.064554,0.917383
sz300001,特锐德,2014-12-24,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,16.610000,17.200000,16.610000,17.040000,53.176538,7.731704,0.020971,2771780.000000,47033954.970000,0.007187,6571987200.000000,6829632000.000000,0.000000,0.000000,37.030531,2.829282,37.481949,4.960583,7.975811,8.425461,8.966313,9.150376,9.490532,,-0.467415,-0.309214,-0.316402,,14.743005,17.377504,9.474006,,9.080427,10.505743,7.655111,41.666667,33.333333,23.185337,27.563008,35.584063,0.035351,0.568196
sz300001,特锐德,2014-12-23,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,16.610000,17.280000,16.340000,16.690000,52.084279,7.572893,0.003005,3780174.000000,63607101.810000,0.009801,6436999200.000000,6689352000.000000,0.000000,0.000000,36.269914,2.771168,36.712060,4.858692,8.163657,8.528005,9.080427,9.211479,9.513219,,-0.435422,-0.269664,-0.331515,,13.047150,18.694754,1.751941,,9.200440,10.460464,7.940416,33.333333,33.333333,13.402058,22.901006,33.456103,0.056490,0.713173
sz300001,特锐德,2014-12-22,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,18.310000,18.310000,16.570000,16.640000,51.928234,7.550205,-0.096143,8046829.000000,136686449.950000,0.020864,6417715200.000000,6669312000.000000,0.000000,0.000000,36.161250,2.762865,36.602071,4.844135,8.421378,8.639623,9.200440,9.273490,9.536057,,-0.372083,-0.228225,-0.287718,,15.037046,21.518556,2.074024,,9.318411,10.342056,8.294766,25.000000,34.722222,12.068768,22.245661,33.153769,0.094514,1.389064
sz300001,特锐德,2014-12-19,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,18.930000,19.110000,18.100000,18.410000,57.451825,8.353318,-0.036630,6530747.000000,120913591.890000,0.016933,7100368800.000000,7378728000.000000,0.000000,0.000000,40.007711,3.056750,40.495422,5.359404,8.735363,8.801152,9.318411,9.353801,9.558441,,-0.283519,-0.192260,-0.182517,,21.591381,24.759312,15.255520,,9.383522,10.312211,8.454832,25.000000,36.111111,22.110461,30.717897,39.194556,0.052852,1.175873
sz300001,特锐德,2014-12-18,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.000000,19.280000,18.900000,19.110000,59.636303,8.670934,0.000000,3261506.000000,62399332.390000,0.008457,7370344800.000000,7659288000.000000,0.000000,0.000000,41.528915,3.172977,42.035170,5.563184,8.863316,8.912318,9.383522,9.409459,9.569936,,-0.248125,-0.169445,-0.157360,,25.341617,26.343277,23.338298,,9.420501,10.302976,8.538025,33.333333,37.500000,30.464139,35.638387,42.101961,0.019885,0.558688
sz300001,特锐德,2014-12-17,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.390000,19.390000,18.990000,19.110000,59.636303,8.670934,-0.021505,4883237.000000,93318524.870000,0.012661,7370344800.000000,7659288000.000000,0.000000,0.000000,41.528915,3.172977,42.035170,5.563184,8.875112,9.037549,9.420501,9.459067,9.573868,,-0.231680,-0.149775,-0.163810,,25.563446,26.844107,23.002126,死叉,9.455211,10.285924,8.624498,41.666667,38.888889,30.464139,35.638387,42.101961,0.020481,0.684276
sz300001,特锐德,2014-12-16,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.060000,20.130000,19.480000,19.530000,60.946968,8.861501,-0.028358,6242605.000000,122637834.600000,0.016186,7532330400.000000,7827624000.000000,0.000000,0.000000,42.441622,3.242711,42.959004,5.685449,8.892353,9.172762,9.455211,9.498239,9.579086,1日、5日均线死叉；,-0.207321,-0.129299,-0.156043,,29.102745,27.484437,32.339362,,9.475628,10.287201,8.664056,41.666667,38.888889,36.155806,38.769305,43.896216,0.032338,0.711523
sz300001,特锐德,2014-12-15,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.860000,20.200000,19.450000,20.100000,62.725744,9.120129,0.014127,6851681.000000,136538457.970000,0.017765,7752168000.000000,8056080000.000000,0.000000,0.000000,43.680308,3.337352,44.212790,5.851383,8.857868,9.266232,9.475628,9.531665,9.578179,,-0.192616,-0.109794,-0.165645,,30.172442,26.675282,37.166762,金叉,9.484703,10.301992,8.667414,41.666667,40.277778,45.842270,43.526472,46.472063,0.037841,0.720903
sz300001,特锐德,2014-12-12,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.150000,19.930000,19.050000,19.820000,61.851962,8.993084,0.030146,7949921.000000,155566323.820000,0.020613,7644177600.000000,7943856000.000000,0.000000,0.000000,43.071833,3.290862,43.596897,5.769872,8.866942,9.315235,9.484703,9.565695,9.581733,1日、5日均线金叉；30日、60日均线死叉；,-0.197380,-0.089088,-0.216584,,24.316255,24.926702,23.095361,,9.491055,10.325865,8.656245,33.333333,43.055556,39.171170,40.223665,44.951382,0.045738,0.800096
sz300001,特锐德,2014-12-11,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.000000,19.470000,18.650000,19.240000,60.041937,8.729912,-0.003109,9754321.000000,184726591.040000,0.025291,7420483200.000000,7711392000.000000,0.000000,0.000000,41.811387,3.194558,42.321085,5.601024,8.961319,9.394185,9.491055,9.600028,9.590278,,-0.187654,-0.062015,-0.251277,,19.196896,25.231926,7.126836,,9.512834,10.321461,8.704207,33.333333,48.611111,22.743704,32.756013,41.661259,0.042487,0.987543
sz300001,特锐德,2014-12-10,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.250000,19.660000,18.500000,19.300000,60.229190,8.757138,0.007833,13069357.000000,248261722.350000,0.033887,7443624000.000000,7735440000.000000,0.000000,0.000000,41.941784,3.204521,42.453072,5.618491,9.199986,9.507165,9.512834,9.649788,9.603815,10日、20日均线死叉；10日、60日均线死叉；,-0.145714,-0.030606,-0.230217,,19.109480,28.249441,0.829558,,9.553216,10.295694,8.810739,41.666667,54.166667,23.285848,33.148727,41.909595,0.060574,1.399612
sz300001,特锐德,2014-12-09,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.000000,20.300000,19.130000,19.150000,59.761081,8.689076,-0.051980,9896244.000000,195655734.510000,0.025659,7385772000.000000,7675320000.000000,0.000000,0.000000,41.615807,3.179615,42.123121,5.574824,9.453172,9.632850,9.553216,9.705749,9.611226,5日、20日均线死叉；5日、60日均线死叉；10日、30日均线死叉；,-0.092836,-0.001828,-0.182016,,18.193016,32.819422,-11.059795,,9.590423,10.248684,8.932162,41.666667,58.333333,19.277298,31.260197,41.068019,0.057921,1.135895
sz300001,特锐德,2014-12-08,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.500000,20.950000,20.150000,20.200000,63.037785,9.165499,-0.031640,9011192.000000,183429182.000000,0.023364,7790736000.000000,8096160000.000000,0.000000,0.000000,43.897604,3.353954,44.432735,5.880492,9.674595,9.761257,9.590423,9.756417,9.618637,5日、30日均线死叉；20日、60日均线死叉；,-0.017065,0.020924,-0.075977,死叉,26.976045,40.132624,0.662885,,9.630125,10.261764,8.998485,50.000000,61.111111,27.729317,38.181140,45.488818,0.038351,1.217790
sz300001,特锐德,2014-12-05,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,21.750000,21.800000,20.200000,20.860000,65.097469,9.464971,-0.046182,7655724.000000,160447702.470000,0.019850,8045284800.000000,8360688000.000000,0.000000,0.000000,45.331906,3.463540,45.884521,6.072630,9.763528,9.835670,9.630125,9.760198,9.618864,1日、5日均线死叉；1日、10日均线死叉；1日、20日均线死叉；1日、30日均线死叉；1日、60日均线死叉；,0.031386,0.030421,0.001931,,39.644395,46.710914,25.511356,,9.658029,10.288213,9.027845,58.333333,62.500000,35.996479,43.764127,48.643081,0.073160,1.227926
sz300001,特锐德,2014-12-04,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,22.120000,22.320000,21.780000,21.870000,68.249361,9.923246,-0.009959,7056689.000000,154851351.290000,0.018297,8434821600.000000,8765496000.000000,0.000000,0.000000,47.526788,3.631238,48.106160,6.366655,9.827050,9.854726,9.658029,9.757779,9.615461,5日、10日均线死叉；,0.062280,0.030179,0.064201,,48.466592,50.244174,44.911429,,9.669826,10.299406,9.040246,66.666667,63.888889,58.077135,55.057262,54.149584,0.024445,1.255824
sz300001,特锐德,2014-12-03,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,21.610000,22.200000,20.700000,22.090000,68.935894,10.023066,0.023159,9941591.000000,210900752.230000,0.025777,8519671199.999999,8853672000.000000,0.000000,0.000000,48.004869,3.667765,48.590068,6.430698,9.814343,9.803452,9.669826,9.740688,9.602907,1日、5日均线金叉；,0.054145,0.022154,0.063981,,49.299888,51.132965,45.633736,,9.660978,10.271330,9.050626,66.666667,63.888889,65.353781,58.048046,55.460099,0.069477,1.759089
sz300001,特锐德,2014-12-02,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,21.130000,21.670000,21.010000,21.590000,67.375544,9.796196,0.019358,3332938.000000,71716578.840000,0.008642,8326831200.000000,8653272000.000000,0.000000,0.000000,46.918288,3.584746,47.490242,6.285140,9.812528,9.737659,9.660978,9.720422,9.590656,1日、10日均线金叉；1日、20日均线金叉；1日、30日均线金叉；10日、30日均线金叉；,0.032810,0.014156,0.037307,,46.149832,52.049503,34.350492,,9.664381,10.272046,9.056717,66.666667,62.500000,54.573990,52.694320,52.981580,0.031161,0.589176
sz300001,特锐德,2014-12-01,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,21.430000,21.510000,21.010000,21.180000,66.096056,9.610162,-0.017625,3186458.000000,67507353.910000,0.008262,8168702400.000000,8488944000.000000,0.000000,0.000000,46.027292,3.516671,46.588384,6.165783,9.847918,9.685025,9.664381,9.706659,9.580372,10日、20日均线金叉；1日、10日均线死叉；1日、20日均线死叉；1日、30日均线死叉；,0.028202,0.009493,0.037417,,48.181583,54.999338,34.546073,,9.690925,10.308222,9.073628,58.333333,59.722222,42.307993,47.675080,50.831469,0.023191,0.520073
sz300001,特锐德,2014-11-28,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,21.650000,21.770000,21.100000,21.560000,67.281900,9.782580,-0.007823,4578176.000000,98015986.970000,0.011870,8315260800.000000,8641248000.000000,0.000000,0.000000,46.853077,3.579764,47.424236,6.276405,9.907811,9.654171,9.690925,9.712558,9.569633,,0.040851,0.004816,0.072070,,57.099961,58.408215,54.483452,死叉,9.702949,10.323128,9.082770,58.333333,58.333333,53.456246,52.398377,52.983463,0.030833,0.694498
sz300001,特锐德,2014-11-27,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,21.850000,22.170000,21.400000,21.730000,67.812396,9.859713,-0.015406,7218622.000000,156528142.990000,0.018717,8380826400.000000,8709384000.000000,0.000000,0.000000,47.222499,3.607989,47.798161,6.325892,9.882402,9.587925,9.702949,9.708626,9.554055,10日、60日均线金叉；1日、5日均线死叉；20日、30日均线死叉；,0.038847,-0.004193,0.086079,,63.925803,59.062342,73.652724,,9.721099,10.360850,9.081349,66.666667,55.555556,59.279455,54.617344,53.962897,0.034889,1.100813
sz300001,特锐德,2014-11-26,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,22.600000,23.200000,21.980000,22.070000,68.873461,10.013988,0.004095,9968538.000000,225266957.960000,0.025847,8511957600.000000,8845656000.000000,0.000000,0.000000,47.961392,3.664444,48.546062,6.424874,9.792561,9.518503,9.721099,9.709988,9.541729,5日、20日均线金叉；5日、30日均线金叉；,0.027870,-0.014953,0.085645,,69.598382,56.630612,95.533922,,9.742199,10.432916,9.051482,66.666667,50.000000,72.430621,59.214990,55.945217,0.055505,1.743890
sz300001,特锐德,2014-11-25,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,21.680000,22.120000,21.680000,21.980000,68.592574,9.973148,0.006410,5682946.000000,124881486.550000,0.014735,8477246400.000000,8809584000.000000,0.000000,0.000000,47.765791,3.649499,48.348076,6.398671,9.662791,9.473583,9.742199,9.710745,9.524789,,-0.002254,-0.025659,0.046809,金叉,71.213049,50.146727,113.345694,,9.753997,10.471528,9.036466,58.333333,44.444444,71.011932,58.364500,55.530795,0.020147,1.335953
sz300001,特锐德,2014-11-24,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,21.270000,21.850000,21.200000,21.840000,68.155696,9.909627,0.026316,5512026.000000,118937934.550000,0.014292,8423251199.999999,8753472000.000000,0.000000,0.000000,47.461562,3.626255,48.040139,6.357917,9.522132,9.419589,9.753997,9.716795,9.512992,1日、20日均线金叉；1日、30日均线金叉；5日、10日均线金叉；5日、60日均线金叉；20日、30日均线金叉；,-0.036512,-0.031510,-0.010004,,59.889749,39.613566,100.442116,,9.722463,10.456015,8.988910,50.000000,40.277778,68.940336,57.088705,54.898399,0.030545,1.521632
sz300001,特锐德,2014-11-21,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.760000,21.430000,20.760000,21.280000,66.408100,9.655532,0.026037,4405542.000000,93640126.120000,0.011423,8207270400.000000,8529024000.000000,0.000000,0.000000,46.244590,3.533273,46.808331,6.194892,9.400530,9.424580,9.722463,9.733887,9.507623,1日、10日均线金叉；1日、60日均线金叉；,-0.073239,-0.030259,-0.085959,,40.083380,29.475474,61.299193,,9.709305,10.450198,8.968412,50.000000,36.111111,59.227309,51.656902,52.297855,0.032305,1.353179
sz300001,特锐德,2014-11-20,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.650000,21.040000,20.420000,20.740000,64.722910,9.410511,0.004845,3012274.000000,62679240.330000,0.007810,7999003200.000000,8312592000.000000,0.000000,0.000000,45.071074,3.443612,45.620510,6.037689,9.293449,9.461333,9.709305,9.754608,9.504674,10日、60日均线死叉；,-0.093179,-0.019514,-0.147329,,25.839356,24.171521,29.175026,金叉,9.709306,10.443875,8.974738,41.666667,33.333333,45.542347,45.566309,49.613035,0.030039,0.995578
sz300001,特锐德,2014-11-19,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.500000,20.780000,20.300000,20.640000,64.410840,9.365137,0.010279,2656463.000000,54601880.110000,0.006888,7960435200.000000,8272512000.000000,0.000000,0.000000,44.853758,3.427008,45.400544,6.008577,9.244446,9.536200,9.709306,9.792571,9.510270,1日、5日均线金叉；,-0.092326,-0.001098,-0.182457,,20.540411,23.337604,14.946025,,9.711803,10.434401,8.989206,33.333333,33.333333,42.567574,44.376720,49.104670,0.023495,0.763880
sz300001,特锐德,2014-11-18,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.500000,20.880000,20.330000,20.430000,63.755497,9.269852,-0.003415,2525918.000000,51995574.480000,0.006549,7879442400.000000,8188344000.000000,0.000000,0.000000,44.397397,3.392140,44.938620,5.947444,9.284376,9.584297,9.711803,9.800134,9.515564,,-0.085276,0.021709,-0.213970,,18.941180,24.736200,7.351141,,9.717476,10.417527,9.017424,33.333333,33.333333,36.497093,41.933973,48.049854,0.026829,0.665286
sz300001,特锐德,2014-11-17,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.110000,20.780000,20.100000,20.500000,63.973968,9.301617,0.019900,3678294.000000,75652802.730000,0.009537,7906440000.000000,8216400000.000000,0.000000,0.000000,44.549534,3.403764,45.092611,5.967824,9.317046,9.643738,9.717476,9.809361,9.514505,,-0.065335,0.048455,-0.227580,,19.658061,27.633710,3.706764,,9.741752,10.425534,9.057969,33.333333,33.333333,37.601202,42.504391,48.370125,0.033831,0.798985
sz300001,特锐德,2014-11-14,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,19.960000,20.490000,19.840000,20.100000,62.725726,9.120126,-0.004950,3255312.000000,65705852.300000,0.008440,7752168000.000000,8056080000.000000,0.000000,0.000000,43.680296,3.337351,44.212777,5.851381,9.448630,9.727680,9.741752,9.816621,9.505885,5日、60日均线死叉；10日、20日均线死叉；,-0.042166,0.076903,-0.238138,,19.694807,31.621535,-4.158648,,9.768977,10.397094,9.140860,25.000000,33.333333,27.100970,38.094017,46.414459,0.032178,0.703547
sz300001,特锐德,2014-11-13,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.850000,21.090000,20.000000,20.200000,63.037763,9.165496,-0.041746,5271968.000000,107189066.130000,0.013669,7790736000.000000,8096160000.000000,0.000000,0.000000,43.897589,3.353953,44.432719,5.880490,9.629217,9.817973,9.768977,9.831443,9.500364,1日、60日均线死叉；5日、20日均线死叉；10日、30日均线死叉；,0.006497,0.106670,-0.200346,,25.684644,37.584898,1.884136,,9.805730,10.399091,9.212370,33.333333,36.111111,28.085505,38.775598,46.839499,0.051708,0.995766
sz300001,特锐德,2014-11-12,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.580000,21.090000,20.480000,21.080000,65.783981,9.564787,0.013949,4252211.000000,88681669.920000,0.011025,8130134400.000000,8448864000.000000,0.000000,0.000000,45.809972,3.500066,46.368415,6.136671,9.827954,9.923695,9.805730,9.830688,9.493634,1日、60日均线金叉；5日、30日均线死叉；20日、30日均线死叉；,0.063896,0.131713,-0.135635,,35.411701,43.535025,19.165053,,9.829325,10.461473,9.197178,41.666667,36.111111,38.286402,45.316858,50.760021,0.029341,0.816219
sz300001,特锐德,2014-11-11,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,21.790000,21.940000,20.110000,20.790000,64.878984,9.433204,-0.052847,6560744.000000,137381888.200000,0.017011,8018287200.000000,8332632000.000000,0.000000,0.000000,45.179759,3.451916,45.730520,6.052248,9.884218,10.010814,9.829325,9.814958,9.484181,1日、20日均线死叉；1日、30日均线死叉；1日、60日均线死叉；,0.095572,0.148667,-0.106190,,37.472391,47.596687,17.223797,,9.865398,10.548931,9.181865,33.333333,36.111111,31.448831,42.380593,49.423078,0.083371,1.316548
sz300001,特锐德,2014-11-10,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,22.140000,22.310000,21.720000,21.950000,68.498948,9.959535,-0.006338,3794756.000000,82920002.560000,0.009839,8465676000.000000,8797560000.000000,0.000000,0.000000,47.700593,3.644518,48.282083,6.389937,9.970429,10.088405,9.865398,9.798624,9.474275,1日、5日均线死叉；1日、10日均线死叉；,0.148011,0.161941,-0.027861,,45.240844,52.658836,30.404861,,9.888540,10.709793,9.067287,33.333333,37.500000,49.864556,52.770197,55.164631,0.026709,0.832710
sz300001,特锐德,2014-11-07,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,22.880000,23.210000,22.020000,22.090000,68.935863,10.023061,-0.013399,6592244.000000,149680964.980000,0.017093,8519671199.999999,8853672000.000000,0.000000,0.000000,48.004847,3.667764,48.590047,6.430695,10.006730,10.020346,9.888540,9.763082,9.452722,5日、10日均线死叉；,0.159199,0.165424,-0.012451,,56.287192,56.367832,56.125913,死叉,9.901246,10.821721,8.980770,33.333333,37.500000,52.985250,54.241383,55.915986,0.053149,1.319316
sz300001,特锐德,2014-11-06,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,21.900000,22.500000,21.700000,22.390000,69.872079,10.159184,0.031797,4848261.000000,107544274.100000,0.012571,8635375200.000000,8973912000.000000,0.000000,0.000000,48.656800,3.717576,49.249947,6.518030,10.006730,9.957278,9.901246,9.730413,9.430716,1日、5日均线金叉；1日、10日均线金叉；1日、20日均线金叉；10日、20日均线金叉；,0.164694,0.166980,-0.004572,,59.106113,56.408151,64.502036,金叉,9.920757,10.994373,8.847141,41.666667,37.500000,59.651439,57.383755,57.524911,0.036866,0.923899
sz300001,特锐德,2014-11-05,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,21.500000,21.980000,21.450000,21.700000,67.718824,9.846107,-0.001840,3120460.000000,67709833.180000,0.008091,8369256000.000000,8697360000.000000,0.000000,0.000000,47.157338,3.603011,47.732206,6.317163,10.019437,9.882413,9.920757,9.688669,9.412945,1日、10日均线死叉；,0.155454,0.167552,-0.024196,死叉,54.969330,55.059171,54.789648,死叉,9.908053,10.994099,8.822007,33.333333,36.111111,46.830360,51.454396,54.648665,0.024379,0.533102
sz300001,特锐德,2014-11-04,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,22.290000,22.460000,21.730000,21.740000,67.843656,9.864258,-0.027293,4429857.000000,97164863.820000,0.011486,8384683200.000000,8713392000.000000,0.000000,0.000000,47.244267,3.609652,47.820195,6.328808,10.137410,9.839309,9.908053,9.659933,9.394417,1日、20日均线死叉；,0.173275,0.170576,0.005397,,57.988754,55.104091,63.758080,,9.892173,10.988867,8.795478,41.666667,36.111111,47.560478,51.837680,54.855040,0.032662,0.529148
sz300001,特锐德,2014-11-03,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,22.150000,22.800000,22.150000,22.350000,69.747268,10.141037,0.011770,5992740.000000,134648968.720000,0.015538,8619948000.000000,8957880000.000000,0.000000,0.000000,48.569885,3.710935,49.161973,6.506387,10.206380,9.791214,9.892173,9.624693,9.377932,,0.191653,0.169901,0.043503,,61.983131,53.661759,78.625874,,9.861092,10.962354,8.759829,41.666667,33.333333,59.311464,57.862726,58.059212,0.029425,0.594715
sz300001,特锐德,2014-10-31,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,22.800000,22.850000,21.850000,22.090000,68.935893,10.023066,-0.019530,7846717.000000,175262902.460000,0.020345,8519671199.999999,8853672000.000000,0.000000,0.000000,48.004868,3.667765,48.590068,6.430698,10.033962,9.755824,9.861092,9.597771,9.356909,1日、5日均线死叉；,0.184141,0.164464,0.039355,,59.819616,49.501074,80.456702,,9.838178,10.952095,8.724262,33.333333,31.944444,55.397178,55.858162,57.034071,0.044385,0.797816
sz300001,特锐德,2014-10-30,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,23.000000,23.100000,22.510000,22.530000,70.309028,10.222715,-0.020435,7877228.000000,179192871.460000,0.020424,8689370400.000000,9030024000.000000,0.000000,0.000000,48.961078,3.740824,49.557934,6.558791,9.907825,9.719980,9.838178,9.580529,9.344507,5日、20日均线金叉；,0.183886,0.159544,0.048684,,60.050280,44.341802,91.467236,,9.784184,10.884789,8.683578,33.333333,33.333333,64.092785,60.308965,59.388341,0.025652,0.875967
sz300001,特锐德,2014-10-29,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,22.800000,23.610000,22.330000,23.000000,71.775766,10.435974,0.022222,15711854.000000,359867345.350000,0.040738,8870640000.000000,9218400000.000000,0.000000,0.000000,49.982469,3.818862,50.591777,6.695616,9.745389,9.687765,9.784184,9.557842,9.323257,5日、10日均线金叉；,0.160558,0.153459,0.014199,金叉,54.513923,36.487563,90.566642,,9.717030,10.778403,8.655658,33.333333,36.111111,74.502561,65.412397,62.008507,0.056889,1.839171
sz300001,特锐德,2014-10-28,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.530000,22.500000,20.530000,22.500000,70.215439,10.209108,0.100244,12954746.000000,282942658.070000,0.033589,8677800000.000000,9018000000.000000,1.000000,0.000000,48.895905,3.735844,49.491967,6.550061,9.541208,9.647837,9.717030,9.516703,9.293839,1日、5日均线金叉；1日、10日均线金叉；1日、20日均线金叉；1日、30日均线金叉；5日、30日均线金叉；,0.106735,0.151684,-0.089898,,39.925964,27.474384,64.829126,金叉,9.653734,10.694886,8.612582,33.333333,37.500000,70.213828,62.301550,60.219217,0.096332,2.151807
sz300001,特锐德,2014-10-27,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.670000,20.690000,19.870000,20.450000,63.818061,9.278949,-0.012077,4785693.000000,97124190.970000,0.012408,7887156000.000000,8196360000.000000,0.000000,0.000000,44.440965,3.395469,44.982719,5.953280,9.376049,9.642392,9.653734,9.480857,9.255045,5日、30日均线死叉；10日、20日均线死叉；,0.059583,0.162921,-0.206677,,16.055613,21.248593,5.669654,,9.634450,10.667519,8.601380,25.000000,40.277778,29.965161,43.051073,51.186018,0.039614,1.049585
sz300001,特锐德,2014-10-24,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,20.640000,21.270000,20.560000,20.700000,64.598214,9.392380,-0.001929,3633538.000000,75806739.400000,0.009421,7983576000.000000,8296560000.000000,0.000000,0.000000,44.984239,3.436977,45.532616,6.026057,9.477686,9.756734,9.634450,9.477529,9.233568,,0.093240,0.188756,-0.191031,,14.416753,23.845083,-4.439906,,9.616981,10.645833,8.588129,33.333333,44.444444,34.734958,45.657332,52.581405,0.034233,0.868253
sz300001,特锐德,2014-10-23,发电设备,智能电网；铁路基建；充电桩；东亚自贸；自贸区；日韩贸易,山东,21.000000,21.450000,20.700000,20.740000,64.723064,9.410533,-0.000482,5628679.000000,118755455.450000,0.014594,7999003200.000000,8312592000.000000,0.000000,0.000000,45.071182,3.443620,45.620619,6.037703,9.532135,9.845214,9.616981,9.473143,9.214360,5日、20日均线死叉；,0.123294,0.212635,-0.178682,,16.707097,28.559248,-6.997204,,9.591798,10.624168,8.559427,41.666667,48.611111,35.488312,46.066443,52.802167,0.036145,1.247769
